Title,DOI
Sparse multi-kernel based multi-task learning for joint prediction of clinical scores and biomarker identification in Alzheimer’s disease,10.1007/978-3-319-66179-7_23
Training deep ranking model with weak relevance labels,10.1007/978-3-319-68155-9_16
A method to accelerate human in the loop clustering,
Probability of Alzheimer's disease in breast cancer survivors based on gray-matter structural network efficiency,10.1016/j.dadm.2017.10.002
Bayesian Gaussian process classification from event-related brain potentials in Alzheimer’s disease,10.1007/978-3-319-59758-4_7
Improving banner ad strategies through predictive modeling,10.1108/JRIM-08-2016-0092
"7th International Conference on Mathematical Methods, Models and Architectures for Computer Network Security, MMM-ACNS 2017",
"30th Canadian Conference on Artificial Intelligence, AI 2017",
An analysis of a digital variant of the Trail Making Test using machine learning techniques,10.3233/THC-161274
3D scattering transforms for disease classification in neuroimaging,10.1016/j.nicl.2017.02.004
An OMOP CDM-based relational database of clinical research eligibility criteria,10.3233/978-1-61499-830-3-950
"Thematic track on Human Interface and the Management of Information, held as part of the 19th International Conference on Human-Computer Interaction, HCI International 2017",
Neuroimaging feature terminology: A controlled terminology for the annotation of brain imaging features,10.3233/JAD-161148
"1st International Conference on Machine Learning and Intelligent Communications, MLICOM 2016",
"11th International Conference on Scalable Uncertainty Management, SUM 2017",
A novel computer Aided Alzheimer's analysis approach based on regions of interests of PiB PET images,10.3969/j.issn.0258-8021.2016.06.001
Application of machine learning to arterial spin labeling in mild cognitive impairment and Alzheimer disease,10.1148/radiol.2016152703
Label-aligned multi-task feature learning for multimodal classification of Alzheimer’s disease and mild cognitive impairment,10.1007/s11682-015-9480-7
Heterogeneous multimodal biomarkers analysis for Alzheimer’s disease via Bayesian network,10.1186/s13637-016-0046-9
Imaging and machine learning techniques for diagnosis of Alzheimer's disease,10.1515/revneuro-2016-0029
Machine learning applied to Alzheimer disease,10.1148/radiol.2016162151
Comparison of sentiment lexicon development techniques for event prediction,10.1007/s13278-015-0315-8
Classifying cognitive profiles using machine learning with privileged information in mild cognitive impairment,10.3389/fncom.2016.00117
Deep convolutional neural networks for classification of mild cognitive impaired and Alzheimer's disease patients from scalp EEG recordings,10.1109/RTSI.2016.7740576
Ensembles of Deep Learning Architectures for the Early Diagnosis of the Alzheimer's Disease,10.1142/S0129065716500258
Predictors of care home and hospital admissions and their costs for older people with Alzheimer's disease: Findings from a large London case register,10.1136/bmjopen-2016-013591
"Mathematical properties of soft cardinality: Enhancing Jaccard, Dice and cosine similarity measures with element-wise distance",10.1016/j.ins.2016.06.012
A deep relevance matching model for Ad-hoc retrieval,10.1145/2983323.2983769
Bayesian model reveals latent atrophy factors with dissociable cognitive trajectories in Alzheimer's disease,10.1073/pnas.1611073113
Effect of reinforcement learning on routing of cognitive radio ad-hoc networks,10.1109/ISMSC.2015.7594025
"RGS2 expression predicts amyloid-β sensitivity, MCI and Alzheimer's disease: Genome-wide transcriptomic profiling and bioinformatics data mining",10.1038/tp.2016.179
Domain adaptation for Alzheimer's disease diagnostics,10.1016/j.neuroimage.2016.05.053
Longitudinal clinical score prediction in Alzheimer's disease with soft-split sparse regression based random forest,10.1016/j.neurobiolaging.2016.07.005
Embedding-based query language models,10.1145/2970398.2970405
Optimization method for weighting explicit and latent concepts in clinical decision support queries,10.1145/2970398.2970418
Application of advanced machine learning methods on resting-state fMRI network for identification of mild cognitive impairment and Alzheimer’s disease,10.1007/s11682-015-9448-7
Graph-guided joint prediction of class label and clinical scores for the Alzheimer’s disease,10.1007/s00429-015-1132-6
Unsupervised language identification based on Latent Dirichlet Allocation,10.1016/j.csl.2016.02.001
Extraction of protein sequence features for prediction of neuro-degenerative brain disorders: Pioneering the CGAP database,10.1145/2980258.2980312
Dynamic clustering of streaming short documents,10.1145/2939672.2939748
Early diagnosis of Alzheimer disease using instance-based learning techniques,10.1166/jmihi.2016.1808
Improving Gabor filter bank design and SVM optimization through stochastic diffusion search for mild cognitive impairment classification,
Distilling architectural design decisions and their relationships using frequent item-sets,10.1109/WICSA.2016.9
Vectorized UDFs in column-stores,10.1145/2949689.2949703
Improving language estimation with the paragraph vector model for ad-hoc retrieval,10.1145/2911451.2914688
Comparison of Feature Selection Techniques in Machine Learning for Anatomical Brain MRI in Dementia,10.1007/s12021-015-9292-3
Prediction of Impaired Performance in Trail Making Test in MCI Patients with Small Vessel Disease Using DTI Data,10.1109/JBHI.2016.2537808
Systematic Review of Model-Based Economic Evaluations of Treatments for Alzheimer’s Disease,10.1007/s40273-016-0392-1
Indexing by Latent Dirichlet Allocation and an Ensemble Model,10.1002/asi.23444
"Reproducibility of hippocampal atrophy rates measured with manual, FreeSurfer, AdaBoost, FSL/FIRST and the MAPS-HBSI methods in Alzheimer's disease",10.1016/j.pscychresns.2016.04.006
EyeOn: An activity recognition system using MYO armband,10.1145/2910674.2910687
Graph feature selection for dementia diagnosis,10.1016/j.neucom.2015.09.126
A comparison of magnetic resonance imaging and neuropsychological examination in the diagnostic distinction of Alzheimer's disease and behavioral variant frontotemporal dementia,10.3389/fnagi.2016.00119
Relationship Induced Multi-Template Learning for Diagnosis of Alzheimer's Disease and Mild Cognitive Impairment,10.1109/TMI.2016.2515021
Improving gabor filter bank design and SVM optimization using cuckoo search for mild cognitive impairment classification,10.1166/jmihi.2016.1759
Deep sparse multi-task learning for feature selection in Alzheimer’s disease diagnosis,10.1007/s00429-015-1059-y
OpenAccess Series in Informatics,
Improving accuracy in noninvasive telemonitoring of progression of Parkinson'S Disease using two-step predictive model,10.1109/EECEA.2016.7470774
Alzheimer’s disease brain areas: The machine learning support for blind localization,10.2174/1567205013666160314144822
Frontiers for the early diagnosis of AD by means of MRI brain imaging and support vector machines,10.2174/1567205013666151116141705
Pairwise Latent Semantic Association for Similarity Computation in Medical Imaging,10.1109/TBME.2015.2478028
Diagnosis of neurodegenerative diseases: The clinical approach,10.2174/1567205013666151116141603
Sequential detection of learning in cognitive diagnosis,10.1111/bmsp.12065
One for all? Hitting multiple Alzheimer's disease targets with one drug,10.3389/fnins.2016.00177
A fuzzy framework for encoding uncertainty in clinical decision-making,10.1016/j.knosys.2016.01.020
Towards automatic induction of abnormal behavioral patterns for recognizing mild cognitive impairment,10.1145/2851613.2851687
State-space model with deep learning for functional dynamics estimation in resting-state fMRI,10.1016/j.neuroimage.2016.01.005
White matter hyperintensities and imaging patterns of brain ageing in the general population,10.1093/brain/aww008
Machine-learning identifies substance-specific behavioral markers for opiate and stimulant dependence,10.1016/j.drugalcdep.2016.02.008
MRI visual rating scales in the diagnosis of dementia: Evaluation in 184 post-mortem confirmed cases,10.1093/brain/aww005
Early detection of Alzheimer's disease using MRI hippocampal texture,10.1002/hbm.23091
Learning classification models of cognitive conditions from subtle behaviors in the digital Clock Drawing Test,10.1007/s10994-015-5529-5
Automated Video Analysis of Handwashing Behavior as a Potential Marker of Cognitive Health in Older Adults,10.1109/JBHI.2015.2413358
LogOpt: Static feature extraction from source code for automated catch block logging prediction,10.1145/2856636.2856637
CSF complement 3 and factor H are staging biomarkers in Alzheimer's disease,10.1186/s40478-016-0277-8
Pattern discovery via constraint programming,10.1016/j.knosys.2015.10.031
Pauses during Autobiographical Discourse Reflect Episodic Memory Processes in Early Alzheimer's Disease,10.3233/JAD-150408
SmartFABER: Recognizing fine-grained abnormal behaviors for early detection of mild cognitive impairment,10.1016/j.artmed.2015.12.001
Matched signal detection on graphs: Theory and application to brain imaging data classification,10.1016/j.neuroimage.2015.10.026
Sparse SPM: Group Sparse-dictionary learning in SPM framework for resting-state functional connectivity MRI analysis,10.1016/j.neuroimage.2015.10.081
The GAAIN entity mapper: An active-learning system for medical data mapping,10.3389/fninf.2015.00030
Novel verbal fluency scores and structural brain imaging for prediction of cognitive outcome in mild cognitive impairment,10.1016/j.dadm.2016.02.001
Prediction of incipient Alzheimer's disease dementia in patients with mild cognitive impairment,10.3233/JAD-160594
Classification of mild cognitive impairment subtypes using neuropsychological data,
Probability-based prediction model using multivariate and LVQ-PNN for diagnosing dementia,10.4172/Neuropsychiatry.1000164
Prognosis of Dementia Employing Machine Learning and Microsimulation Techniques: A Systematic Literature Review,10.1016/j.procs.2016.09.185
Integrating Biomarkers for Underlying Alzheimer's Disease in Mild Cognitive Impairment in Daily Practice: Comparison of a Clinical Decision Support System with Individual Biomarkers,10.3233/JAD-150548
An oblique approach to prediction of conversion to alzheimer’s disease with multikernel gaussian processes,10.1007/978-3-319-45174-9_13
Vector-space topic models for detecting Alzheimer's disease,
Functional connectivity network fusion with dynamic thresholding for MCI diagnosis,10.1007/978-3-319-47157-0_30
Automatic prediction of linguistic decline in writings of subjects with degenerative dementia,
Bagging ensembles for the diagnosis and prognostication of Alzheimer's disease,
Historical Spectrum Sensing Data Mining for Cognitive Radio Enabled Vehicular Ad-Hoc Networks,10.1109/TDSC.2015.2453967
Query expansion with locally-trained word embeddings,
Application of Machine Learning in Postural Control Kinematics for the Diagnosis of Alzheimer's Disease,10.1155/2016/3891253
Diagnosing people with dementia using automatic Conversation Analysis,10.21437/Interspeech.2016-857
"12th International Baltic Conference on Databases and Information Systems, DB and IS 2016",
"4th International Workshop on Machine Learning and Interpretation in Neuroimaging, MLINI 2014 and workshop on Neural Information Processing Systems, NIPS 2014",
Semantical vacuity detection in declarative process mining,10.1007/978-3-319-45348-4_10
Learning to classify neural activity from a mouse model of Alzheimer's disease amyloidosis versus controls,10.1016/j.dadm.2016.01.002
Learning language models based on neural networks for information retrieval [Apprentissage de Modèles de Langue Neuronaux pour la Recherche d'Information],
Relative value of diverse brain MRI and blood-based biomarkers for predicting cognitive decline in the elderly,10.1117/12.2216964
Policy communication for coordination with unknown teammates,
Differential diagnosis of neurodegenerative diseases using structural MRI data,10.1016/j.nicl.2016.02.019
Diagnosis of cognitive impairment compatible with early diagnosis of Alzheimer’s disease: A Bayesian network model based on the analysis of oral definitions of semantic categories,10.3414/ME14-01-0071
Particle swarm optimized feature selection for alzheimer classification,
"International Conference on Machine Learning and Signal Processing, MALSIP 2015",
Monitoring dementia with automatic eye movements analysis,10.1007/978-3-319-39627-9_26
Topic associations in document models for ad hoc information retrieval,
Formant estimation and tracking using deep learning,10.21437/Interspeech.2016-490
"International Workshop on Medical Computer Vision, MCV 2015 held in conjunction with International Workshop on Medical Image Computing for Computer Assisted Intervention, MICCAI 2015",
Differences in Case Conferences in Dementia Specific vs Traditional Care Units in German Nursing Homes: Results from a Cross-Sectional Study,10.1016/j.jamda.2015.08.018
Domain-specific entity discovery and linking task,10.1007/978-981-10-3168-7_21
"International Conference on Advanced Engineering Theory and Applications, AETA 2015",
"International Symposium on Intelligent Systems Technologies and Applications, ISTA 2015 co-located with 4th International Conference on Advances in Computing, Communications and Informatics, ICACCI 2015",
Endothelial activation is associated with cognitive performance in patients with hypertension,10.1093/ajh/hpv122
Emotional feedback for service robots using hapto-acoustic interface,10.1109/RoboMech.2015.7359526
Network-aware stream query processing in mobile ad-hoc networks,10.1109/MILCOM.2015.7357630
Feasibility Study of a Machine Learning Approach to Predict Dementia Progression,10.1109/ICHI.2015.68
Multimodal manifold-regularized transfer learning for MCI conversion prediction,10.1007/s11682-015-9356-x
A review of heterogeneous data mining for brain disorder identification,10.1007/s40708-015-0021-3
Graph-basedword alignment for clinical language evaluation,10.1162/COLI_a_00232
Evaluation of linguistic and prosodic features for detection of Alzheimer’s disease in Turkish conversational speech,10.1186/s13636-015-0052-y
Multiple kernel learning with random effects for predicting longitudinal outcomes and data integration,10.1111/biom.12343
Computer-aided detection of cerebral microbleeds in susceptibility-weighted imaging,10.1016/j.compmedimag.2015.10.001
Probabilistic non-linear registration with spatially adaptive regularisation,10.1016/j.media.2015.08.006
Detection of mild Alzheimer's disease and mild cognitive impairment from elderly speech: Binary discrimination using logistic regression,10.1109/EMBC.2015.7319654
Multimodal MRI classification in vascular mild cognitive impairment,10.1109/EMBC.2015.7319340
Multi-modality sparse representation-based classification for Alzheimer's disease and mild cognitive impairment,10.1016/j.cmpb.2015.08.004
BMExpert: Mining MEDLINE for Finding Experts in Biomedical Domains Based on Language Model,10.1109/TCBB.2015.2430338
Analyzing activity behavior and movement in a naturalistic environment using smart home techniques,10.1109/JBHI.2015.2461659
Integrative biomarker discovery in neurodegenerative diseases,10.1002/wsbm.1310
Novel cortical thickness pattern for accurate detection of Alzheimer's disease,10.3233/JAD-150311
Spatial-Aware multimodal location estimation for social images,10.1145/2733373.2806249
Linguistic features identify Alzheimer's disease in narrative speech,10.3233/JAD-150520
Diagnosis of Alzheimer's disease employing neuropsychological and classification techniques,10.1109/ICITCS.2015.7292973
Multivariate prediction of motor diagnosis in Huntington's disease: 12 years of PREDICT-HD,10.1002/mds.26364
Plasma exosomal miRNAs in persons with and without Alzheimer disease: Altered expression and prospects for biomarkers,10.1371/journal.pone.0139233
INDREX: In-database relation extraction,10.1016/j.is.2014.11.006
Predicting Pure Amnestic Mild Cognitive Impairment Conversion to Alzheimer's Disease Using Joint Modeling of Imaging and Clinical Data,10.1109/PRNI.2015.23
A Robust Deep Model for Improved Classification of AD/MCI Patients,10.1109/JBHI.2015.2429556
Should we screen for cognitive decline and dementia?,10.1016/j.maturitas.2015.05.013
Classification of mild cognitive impairment and Alzheimer's Disease with machine-learning techniques using 1H Magnetic Resonance Spectroscopy data,10.1016/j.eswa.2015.03.011
Applying automated MR-based diagnostic methods to the memory clinic: A prospective study,10.3233/JAD-150334
A word embedding based generalized language model for information retrieval,10.1145/2766462.2767780
Monolingual and cross-lingual information retrieval models based on (bilingual) word embeddings,10.1145/2766462.2767752
A multicenter study of the early detection of synaptic dysfunction in Mild Cognitive Impairment using Magnetoencephalography-derived functional connectivity,10.1016/j.nicl.2015.07.011
Assessing electronic cigarette-related tweets for sentiment and content using supervised machine learning,10.2196/jmir.4392
"Architectural Decision Guidance Across Projects-Problem Space Modeling, Decision Backlog Management and Cloud Computing Knowledge",10.1109/WICSA.2015.29
An approach for pattern mining through grounded theory techniques and its applications to process-driven SOA patterns,10.1145/2739011.2739020
Domain Transfer Learning for MCI Conversion Prediction,10.1109/TBME.2015.2404809
SimConcept: A Hybrid Approach for Simplifying Composite Named Entities in Biomedical Text,10.1109/JBHI.2015.2422651
Integration of cognitive tests and resting state fMRI for the individual identification of mild cognitive impairment,10.2174/156720501206150716120332
Detection of Alzheimer's disease and mild cognitive impairment based on structural volumetric MR images using 3D-DWT and WTA-KSVM trained by PSOTVAC,10.1016/j.bspc.2015.05.014
Checking the step-associated trafficking and internalization of glutamate receptors for reduced cognitive deficits: A machine learning approach-based cheminformatics study and its application for drug repurposing,10.1371/journal.pone.0129370
Recognition of activities of daily living in healthy subjects using two ad-hoc classifiers,10.1186/s12938-015-0050-4
2014 Update of the Alzheimer's Disease Neuroimaging Initiative: A review of papers published since its inception,10.1016/j.jalz.2014.11.001
Combining Relevance Language Modeling and Clarity Measure for Extractive Speech Summarization,10.1109/TASLP.2015.2414820
Gaussian process classification of Alzheimer's disease and mild cognitive impairment from resting-state fMRI,10.1016/j.neuroimage.2015.02.037
An improved I-FAST system for the diagnosis of Alzheimer's disease from unprocessed electroencephalograms by using robust invariant features,10.1016/j.artmed.2015.03.003
Autonomous unobtrusive detection of mild cognitive impairment in older adults,10.1109/TBME.2015.2389149
A practical guideline for intracranial volume estimation in patients with Alzheimer's disease,10.1186/1471-2105-16-S7-S8
Predicting conversion from MCI to AD with FDG-PET brain images at different prodromal stages,10.1016/j.compbiomed.2015.01.003
"Artificial intelligence meeting neuropsychology Semantic memory in normal and pathological aging [L'intelligence artificielle à la rencontre de la neuropsychologie : mémoire sémantique, vieillissement normal et pathologique]",10.1684/pnv.2015.0520
Multiple kernel extreme learning machine,10.1016/j.neucom.2013.09.072
Alzheimer's disease patients classification through EEG signals processing,10.1109/CIDM.2014.7008655
Early alzheimer’s disease prediction in machine learning setup: Empirical analysis with missing value computation,10.1007/978-3-319-24834-9_49
Improved Diagnostic Multimodal Biomarkers for Alzheimer's Disease and Mild Cognitive Impairment,10.1155/2015/961314
Combining multiple network features for mild cognitive impairment classification,10.1109/ICDMW.2014.98
Automatic detection of Mild cognitive impairment from spontaneous speech using ASR,
Predicting Prodromal Alzheimer's Disease in Subjects with Mild Cognitive Impairment Using Machine Learning Classification of Multimodal Multicenter Diffusion-Tensor and Magnetic Resonance Imaging Data,10.1111/jon.12214
Machine learning framework for early MRI-based Alzheimer's conversion prediction in MCI subjects,10.1016/j.neuroimage.2014.10.002
A feasibility study of using the neucube spiking neural network architecture for modelling Alzheimer’s disease EEG data,10.1007/978-3-319-18164-6_16
Multimodal multi-label transfer learning for early diagnosis of Alzheimer’s disease,10.1007/978-3-319-24888-2_29
Magnetic resonance imaging biomarkers for the early diagnosis of Alzheimer's disease: A machine learning approach,10.3389/fnins.2015.00307
Neuropsychological test selection for cognitive impairment classification: A machine learning approach,10.1080/13803395.2015.1067290
The Vallecas Project: A cohort to identify early markers and mechanisms of Alzheimer's disease,10.3389/fnagi.2015.00181
A hybrid approach for Alzheimer’s disease classification using 2D Gabor wavelet transform and extreme machine learning classifier,
Classification of alzheimer’s disease using discriminant manifolds of hippocampus shapes,10.1007/978-3-319-27929-9_7
A novel biomarker of amnestic MCI based on dynamic cross-frequency coupling patterns during cognitive brain responses,10.3389/fnins.2015.00350
Conceptual modeling for financial investment with text mining,10.1007/978-3-319-25264-3_39
Domain-knowledge driven cognitive degradation modeling for Alzheimer's disease,
"14th Mexican International Conference on Artificial Intelligence, MICAI 2015",
Tracking Discourse Complexity Preceding Alzheimer's Disease Diagnosis: A Case Study Comparing the Press Conferences of Presidents Ronald Reagan and George Herbert Walker Bush,10.3233/JAD-142763
Machine learning on high dimensional shape data from subcortical brain surfaces: A comparison of feature selection and classification methods,10.1007/978-3-319-24888-2_5
Query by image of brain SPECT database,10.1007/978-3-319-18431-9_15
Development of a diagnostic tool for cognitive impairment using a smart navigation device,
Using natural language processing to provide personalized learning opportunities from trainee clinical notes,10.1016/j.jbi.2015.06.004
Fuzzy-based reliable spectrum tree formation for efficient communication in cognitive radio ad hoc network,10.1007/978-81-322-2205-7_55
Conclusion,
Predicting 30-day hospital readmission with publicly available administrative database: A conditional logistic regression modeling approach,10.3414/ME14-02-0017
Plasma biosignature and brain pathology related to persistent cognitive impairment in late-life depression,10.1038/mp.2014.76
Estimating user's attitude in multimodal conversational system for elderly people with dementi,
Empowering imaging biomarkers of Alzheimer's disease,10.1016/j.neurobiolaging.2014.05.038
Legal question answering using ranking SVM and syntactic/semantic similarity,10.1007/978-3-662-48119-6_18
Collaboration of an assistive robot and older adults with dementia,10.4017/gt.2015.13.4.005.00
Information-theoretic characterization of blood panel predictors for brain atrophy and cognitive decline in the elderly,10.1109/ISBI.2015.7164035
"Proceedings of the European Conference on Data Mining 2015, ECDM 2015 and International Conferences on Intelligent Systems and Agents 2015, ISA 2015 and Theory and Practice in Modern Computing 2015, TPMC 2015 - Part of the Multi Conference on Computer Science and Information Systems 2015",
Examining the multifactorial nature of a cognitive process using Bayesian brain-behavior modeling,10.1016/j.compmedimag.2014.05.001
Big data normalization for massively parallel processing databases,10.1007/978-3-319-25747-1_16
Discrimination between Alzheimer's disease and late onset bipolar disorder using multivariate analysis,10.3389/fnagi.2015.00231
Automated events identification in use cases,10.1016/j.infsof.2014.09.011
Joint embedding of query and ad by leveraging implicit feedback,
Jointly optimizing word representations for lexical and sentential tasks with the C-PHRASE model,
Cross-lingual transfer of named entity recognizers without parallel corpora,
Prediction of brain age suggests accelerated atrophy after traumatic brain injury,10.1002/ana.24367
Learning to rank microblog posts for real-time AD-HOC search,10.1007/978-3-319-25207-0_40
Distant supervision for relation extraction via Piecewise Convolutional Neural Networks,
"Proceedings of the 2015 12th International Joint Conference on Computer Science and Software Engineering, JCSSE 2015",
"6th International Symposium on Ambient Intelligence, ISAmI 2015",
A game of attribute decomposition for software architecture design,10.1007/978-3-319-25150-9_26
IIIT-H system submission for FIRE2014 shared task on transliterated search,10.1145/2824864.2824872
Care pathways for dementia: Current perspectives,10.2147/CIA.S70628
Hierarchical feature representation and multimodal fusion with deep learning for AD/MCI diagnosis,10.1016/j.neuroimage.2014.06.077
Visual representation of information as communicative practice,10.1002/asi.23103
Guiding functional connectivity estimation by structural connectivity in MEG: An application to discrimination of conditions of mild cognitive impairment,10.1016/j.neuroimage.2014.08.002
Skull-stripping with machine learning deformable organisms,10.1016/j.jneumeth.2014.07.023
"A Bayesian network decision model for supporting the diagnosis of dementia, Alzheimer[U+05F3]s disease and mild cognitive impairment",10.1016/j.compbiomed.2014.04.010
Cerebrospinal fluid metabolomics reveals altered waste clearance and accelerated aging in HIV patients with neurocognitive impairment,10.1097/QAD.0000000000000303
"2013 International Forum on Computer and Information Technology, IFCIT 2013",
Ontology driven decision support for the diagnosis of mild cognitive impairment,10.1016/j.cmpb.2013.12.023
Lexical factors and cerebral regions influencing verbal fluency performance in MCI,10.1016/j.neuropsychologia.2013.12.010
"Proceedings of 2014 International Conference on Contemporary Computing and Informatics, IC3I 2014",
A global immune deficit in alzheimer's disease and mild cognitive impairment disclosed by a novel data mining process,10.3233/JAD-141116
Machine learning techniques for AD/MCI diagnosis and prognosis,10.1007/978-3-642-40017-9_8
A graphical model approach to ATLAS-free mining of MRI images,10.1137/1.9781611973440.111
Latent information in fluency lists predicts functional decline in persons at risk for Alzheimer disease,10.1016/j.cortex.2013.12.013
Quantitative evaluation of disease progression in a longitudinal mild cognitive impairment cohort,10.3233/JAD-130359
Multiple instance learning for classification of dementia in brain MRI,10.1016/j.media.2014.04.006
Early diagnosis of Alzheimer's disease with deep learning,
ApoE4 effects on automated diagnostic classifiers for mild cognitive impairment and Alzheimer's disease,10.1016/j.nicl.2013.12.012
Contrastive conversational analysis of language production by Alzheimer's and control people,10.3233/978-1-61499-432-9-682
Subclass-based multi-task learning for Alzheimer's disease diagnosis,10.3389/fnagi.2014.00168
Graphical neuroimaging informatics: Application to Alzheimer's disease,10.1007/s11682-013-9273-9
Inter-modality relationship constrained multi-modality multi-task feature selection for Alzheimer's Disease and mild cognitive impairment identification,10.1016/j.neuroimage.2013.09.015
Defining multivariate normative rules for healthy aging using neuroimaging and machine learning: An application to Alzheimer's disease,10.3233/JAD-140189
Anatomically constrained weak classifier fusion for early detection of Alzheimer’s disease,
Development of machine learning based natural language processing system,
Sim concept: A hybrid approach for simplifying composite named entities in biomedicine,10.1145/2649387.2649420
Features and machine learning classification of connected speech samples from patients with autopsy proven Alzheimer's disease with and without additional vascular pathology,10.3233/JAD-140555
Multivariate data analysis and machine learning in Alzheimer's disease with a focus on structural magnetic resonance imaging,10.3233/JAD-131928
Co-training based semi-supervised classification of Alzheimer's disease,10.1109/ICDSP.2014.6900760
Automatic pathology classification using a single feature machine learning support - Vector machines,10.1117/12.2043943
"2nd International Conference on Frontiers in Intelligent Computing: Theory and Applications, FICTA 2013",
A novel multi-relation regularization method for regression and classification in AD diagnosis.,
Building resources for Algerian Arabic dialects,
LASER: A scalable response prediction platform for online advertising,10.1145/2556195.2556252
Cognitive and physical training for the elderly: Evaluating outcome efficacy by means of neurophysiological synchronization,10.1016/j.ijpsycho.2014.01.007
Positional translation language model for ad-hoc information retrieval,10.1007/978-3-319-06605-9_12
Application of decision tree method in the diagnosis of neuropsychiatric diseases,10.1109/APWCCSE.2014.7053880
A universal and efficient method to compute maps from image-based prediction models.,
Mariana: Tencent deep learning platform and its applications,10.14778/2733004.2733082
Machine learning approaches to diagnosis and laterality effects in semantic dementia discourse,10.1016/j.cortex.2013.05.008
Evaluating the predictive power of multivariate tensor-based morphometry in Alzheimer's disease progression via convex fused sparse group Lasso,10.1117/12.2042720
Freedom through constraints: User-oriented architectural design,10.1016/j.aei.2013.11.003
The utility of data-driven feature selection: Re: Chu et al. 2012,10.1016/j.neuroimage.2013.07.050
"A relationship: Word alignment, phrase table, and translation quality",10.1155/2014/438106
A novel accessibility assessment framework of GUI using cognitive disability simulation,10.3233/TAD-140411
Log-bilinear document language model for ad-hoc information retrieval,10.1145/2661829.2661919
Evaluation of IR strategies for Polish,
A text based indexing system for mammographic image retrieval and classification,10.1016/j.future.2014.02.008
A robust gender inference model for online social networks ad its application o LinkedIn and Twitter,10.5210/fm.v19i9.5216
"2014 International Conference on Materials Science and Computational Engineering, ICMSCE 2014",
"48th Annual Convention of Computer Society of India, CSI 2013",
A framework for unifying ontology-based semantic similarity measures: A study in the biomedical domain,10.1016/j.jbi.2013.11.006
"2014 International Conference on Devices, Circuits and Communications, ICDCCom 2014 - Proceedings",
Optimal teaching for limited-capacity human learners,
"3rd International Conference on Computer-Aided Design, Manufacturing, Modeling and Simulation, CDMMS 2013",
Predictor of rehabilitation outcome for dysphagia,10.1016/j.anl.2013.12.009
Topological property of connectivity network for MCI classification,
Deriving comorbidities from medical records using natural language processing,10.1136/amiajnl-2013-001889
How early can we predict Alzheimer's disease using computational anatomy?,10.1016/j.neurobiolaging.2013.06.015
Locally linear embedding (LLE) for MRI based Alzheimer's disease classification,10.1016/j.neuroimage.2013.06.033
Diagnosis and grading of Alzheimer's disease via automatic classification of FDG-PET scans,10.1007/978-3-319-02753-1_27
Responsiveness and prognosis in the severe disorder of consciousness,
Multi-label learning with millions of labels: Recommending advertiser bid phrases for web pages,
Ad Hoc retrieval with Marathi language,10.1007/978-3-642-40087-2_3
GraphSum: Discovering correlations among multiple terms for graph-based summarization,10.1016/j.ins.2013.06.046
Alzheimer's disease risk assessment using large-scale machine learning methods,10.1371/journal.pone.0077949
Towards precision medicine: Advances in computational approaches for the analysis of human variants,10.1016/j.jmb.2013.08.008
Early detection of cognitive impairment in the elderly based on Bayesian mining using speech prosody and cerebral blood flow activation,10.1109/EMBC.2013.6610873
Classification of Alzheimer's disease from FDG-PET images using favourite class ensembles,10.1109/EMBC.2013.6610042
A prediction model for cognitive performance in health ageing using diffusion tensor imaging with graph theory,10.1109/EMBC.2013.6609553
"2013 2nd International Conference on Information Technology and Management Innovation, ICITMI 2013",
Advanced classification and prediction of middle cognitive impairment to Alzheimer's disease using multi-source features,
Multiple instance learning for classification of dementia in brain MRI,10.1007/978-3-642-40763-5_74
Automatic differentiation between Alzheimer's disease and mild cognitive impairment combining PET data and psychological scores,10.1109/PRNI.2013.45
Automated assessment of cognitive health using smart home technologies,10.3233/THC-130734
A modular framework for biomedical concept recognition,10.1186/1471-2105-14-281
QUASL: A framework for question answering and its Application to business intelligence,10.1109/RCIS.2013.6577686
Sequential projection-based metacognitive learning in a radial basis function network for classification problems,10.1109/TNNLS.2012.2226748
Activity pattern mining using temporal relationships in a smart home,10.1109/CICARE.2013.6583073
Predicting dementia development in Parkinson's disease using Bayesian network classifiers,10.1016/j.pscychresns.2012.06.001
"Prediction Errors in Learning Drug Response from Gene Expression Data - Influence of Labeling, Sample Size, and Machine Learning Algorithm",10.1371/journal.pone.0070294
A Machine Learning Method for the Prediction of Receptor Activation in the Simulation of Synapses,10.1371/journal.pone.0068888
Brain disease classification and progression using machine learning techniques,10.1007/978-1-4614-7245-2_1
Evaluation of plasma proteomic data for alzheimer disease state classification and for the prediction of progression from mild cognitive impairment to alzheimer disease,10.1097/WAD.0b013e31826d597a
Accurate multimodal probabilistic prediction of conversion to Alzheimer's disease in patients with mild cognitive impairment,10.1016/j.nicl.2013.05.004
Discrimination between Alzheimer's disease and mild cognitive impairment using SOM and PSO-SVM,10.1155/2013/253670
Improved multimodal biomarkers for Alzheimer's disease and mild cognitive impairment diagnosis - Data from ADNI,10.1117/12.2008100
Different multivariate techniques for automated classification of MRI data in Alzheimer's disease and mild cognitive impairment,10.1016/j.pscychresns.2012.11.005
Eagle-eyed elephant: Split-oriented indexing in Hadoop,10.1145/2452376.2452388
Relevance of Magnetic Resonance Imaging for Early Detection and Diagnosis of Alzheimer Disease,10.1016/j.mcna.2012.12.013
